date,Conventional mortgage - 1-year,Conventional mortgage - 5-year,Conventional mortgage - 3-year,Prime rate
1975-01-01,,12,,11
1975-01-08,,12,,11
1975-01-15,,12,,10.5
1975-01-22,,12,,10.5
1975-01-29,,12,,10.5
1975-02-05,,11.5,,9.5
1975-02-12,,10.75,,9.5
1975-02-19,,10.75,,9.5
1975-02-26,,10.75,,9.5
1975-03-05,,10.75,,9
1975-03-12,,10.75,,9
1975-03-19,,10.5,,9
1975-03-26,,10.5,,9
1975-04-02,,10.5,,9
1975-04-09,,10.5,,9
1975-04-16,,10.5,,9
1975-04-23,,10.75,,9
1975-04-30,,10.75,,9
1975-05-07,,10.75,,9
1975-05-14,,10.75,,9
1975-05-21,,11,,9
1975-05-28,,11,,9
1975-06-04,,11,,9
1975-06-11,,11,,9
1975-06-18,,11,,9
1975-06-25,,11,,9
1975-07-02,,11,,9
1975-07-09,,11,,9
1975-07-16,,11.25,,9
1975-07-23,,11.25,,9
1975-07-30,,11.25,,9
1975-08-06,,11.25,,9
1975-08-13,,11.5,,9
1975-08-20,,11.5,,9
1975-08-27,,11.5,,9
1975-09-03,,11.5,,9
1975-09-10,,11.75,,9.75
1975-09-17,,11.75,,9.75
1975-09-24,,11.75,,9.75
1975-10-01,,12,,9.75
1975-10-08,,12,,9.75
1975-10-15,,12,,9.75
1975-10-22,,12,,9.75
1975-10-29,,12,,9.75
1975-11-05,,12,,9.75
1975-11-12,,12,,9.75
1975-11-19,,12,,9.75
1975-11-26,,12,,9.75
1975-12-03,,12,,9.75
1975-12-10,,12,,9.75
1975-12-17,,12,,9.75
1975-12-24,,12,,9.75
1975-12-31,,12,,9.75
1976-01-07,,12,,9.75
1976-01-14,,12,,9.75
1976-01-21,,12,,9.75
1976-01-28,,12,,9.75
1976-02-04,,12,,9.75
1976-02-11,,11.75,,9.75
1976-02-18,,11.75,,9.75
1976-02-25,,11.75,,9.75
1976-03-03,,11.75,,9.75
1976-03-10,,11.75,,10.25
1976-03-17,,11.75,,10.25
1976-03-24,,11.75,,10.25
1976-03-31,,11.75,,10.25
1976-04-07,,12,,10.25
1976-04-14,,12,,10.25
1976-04-21,,12,,10.25
1976-04-28,,12,,10.25
1976-05-05,,12,,10.25
1976-05-12,,12,,10.25
1976-05-19,,12,,10.25
1976-05-26,,12,,10.25
1976-06-02,,12,,10.25
1976-06-09,,12,,10.25
1976-06-16,,12,,10.25
1976-06-23,,12,,10.25
1976-06-30,,12,,10.25
1976-07-07,,12,,10.25
1976-07-14,,12,,10.25
1976-07-21,,12,,10.25
1976-07-28,,12,,10.25
1976-08-04,,12,,10.25
1976-08-11,,12,,10.25
1976-08-18,,12,,10.25
1976-08-25,,12,,10.25
1976-09-01,,12,,10.25
1976-09-08,,12,,10.25
1976-09-15,,11.75,,10.25
1976-09-22,,11.75,,10.25
1976-09-29,,11.75,,10.25
1976-10-06,,11.75,,10.25
1976-10-13,,11.75,,10.25
1976-10-20,,11.75,,10.25
1976-10-27,,11.75,,10.25
1976-11-03,,11.75,,10.25
1976-11-10,,11.75,,10.25
1976-11-17,,11.75,,10.25
1976-11-24,,11.25,,9.75
1976-12-01,,11.25,,9.75
1976-12-08,,11.25,,9.75
1976-12-15,,11.25,,9.75
1976-12-22,,11.25,,9.75
1976-12-29,,10.75,,9.25
1977-01-05,,10.75,,9.25
1977-01-12,,10.75,,9.25
1977-01-19,,10.75,,9.25
1977-01-26,,10.75,,9.25
1977-02-02,,10.75,,8.75
1977-02-09,,10.25,,8.75
1977-02-16,,10.25,,8.75
1977-02-23,,10.25,,8.75
1977-03-02,,10.25,,8.75
1977-03-09,,10.25,,8.75
1977-03-16,,10.25,,8.75
1977-03-23,,10.25,,8.75
1977-03-30,,10.25,,8.75
1977-04-06,,10.25,,8.75
1977-04-13,,10.25,,8.75
1977-04-20,,10.25,,8.75
1977-04-27,,10.25,,8.75
1977-05-04,,10.25,,8.75
1977-05-11,,10.25,,8.75
1977-05-18,,10.25,,8.75
1977-05-25,,10.25,,8.75
1977-06-01,,10.25,,8.25
1977-06-08,,10.25,,8.25
1977-06-15,,10.25,,8.25
1977-06-22,,10.25,,8.25
1977-06-29,,10.25,,8.25
1977-07-06,,10.25,,8.25
1977-07-13,,10.25,,8.25
1977-07-20,,10.25,,8.25
1977-07-27,,10.25,,8.25
1977-08-03,,10.25,,8.25
1977-08-10,,10.25,,8.25
1977-08-17,,10.25,,8.25
1977-08-24,,10.25,,8.25
1977-08-31,,10.25,,8.25
1977-09-07,,10.25,,8.25
1977-09-14,,10.25,,8.25
1977-09-21,,10.25,,8.25
1977-09-28,,10.25,,8.25
1977-10-05,,10.25,,8.25
1977-10-12,,10.25,,8.25
1977-10-19,,10.25,,8.25
1977-10-26,,10.25,,8.25
1977-11-02,,10.25,,8.25
1977-11-09,,10.25,,8.25
1977-11-16,,10.25,,8.25
1977-11-23,,10.25,,8.25
1977-11-30,,10.25,,8.25
1977-12-07,,10.25,,8.25
1977-12-14,,10.25,,8.25
1977-12-21,,10.25,,8.25
1977-12-28,,10.25,,8.25
1978-01-04,,10.25,,8.25
1978-01-11,,10.25,,8.25
1978-01-18,,10.25,,8.25
1978-01-25,,10.25,,8.25
1978-02-01,,10.25,,8.25
1978-02-08,,10.25,,8.25
1978-02-15,,10.25,,8.25
1978-02-22,,10.25,,8.25
1978-03-01,,10.25,,8.25
1978-03-08,,10.25,,8.25
1978-03-15,,10.25,,8.75
1978-03-22,,10.25,,8.75
1978-03-29,,10.25,,8.75
1978-04-05,,10.25,,9.25
1978-04-12,,10.25,,9.25
1978-04-19,,10.25,,9.25
1978-04-26,,10.25,,9.25
1978-05-03,,10.25,,9.25
1978-05-10,,10.25,,9.25
1978-05-17,,10.25,,9.25
1978-05-24,,10.25,,9.25
1978-05-31,,10.25,,9.25
1978-06-07,,10.25,,9.25
1978-06-14,,10.25,,9.25
1978-06-21,,10.25,,9.25
1978-06-28,,10.25,,9.25
1978-07-05,,10.25,,9.25
1978-07-12,,10.25,,9.25
1978-07-19,,10.25,,9.25
1978-07-26,,10.25,,9.25
1978-08-02,,10.25,,9.75
1978-08-09,,10.25,,9.75
1978-08-16,,10.25,,9.75
1978-08-23,,10.25,,9.75
1978-08-30,,10.25,,9.75
1978-09-06,,10.25,,9.75
1978-09-13,,10.25,,9.75
1978-09-20,,10.75,,10.25
1978-09-27,,10.75,,10.25
1978-10-04,,10.75,,10.25
1978-10-11,,10.75,,10.25
1978-10-18,,10.75,,11
1978-10-25,,11.25,,11
1978-11-01,,11.25,,11
1978-11-08,,11.25,,11.5
1978-11-15,,11.25,,11.5
1978-11-22,,11.25,,11.5
1978-11-29,,11.25,,11.5
1978-12-06,,11.25,,11.5
1978-12-13,,11.25,,11.5
1978-12-20,,11.25,,11.5
1978-12-27,,11.25,,11.5
1979-01-03,,11.25,,11.5
1979-01-10,,11.25,,12
1979-01-17,,11.25,,12
1979-01-24,,11.25,,12
1979-01-31,,11.25,,12
1979-02-07,,11.25,,12
1979-02-14,,11.25,,12
1979-02-21,,11.25,,12
1979-02-28,,11.25,,12
1979-03-07,,11.25,,12
1979-03-14,,11.25,,12
1979-03-21,,11,,12
1979-03-28,,11,,12
1979-04-04,,11,,12
1979-04-11,,11,,12
1979-04-18,,11,,12
1979-04-25,,11,,12
1979-05-02,,11,,12
1979-05-09,,11,,12
1979-05-16,,11,,12
1979-05-23,,11,,12
1979-05-30,,11.25,,12
1979-06-06,,11.25,,12
1979-06-13,,11.25,,12
1979-06-20,,11.25,,12
1979-06-27,,11.25,,12
1979-07-04,,11.25,,12
1979-07-11,,11.25,,12
1979-07-18,,11.25,,12
1979-07-25,,11.75,,12.5
1979-08-01,,11.75,,12.5
1979-08-08,,11.75,,12.5
1979-08-15,,11.75,,12.5
1979-08-22,,12,,12.5
1979-08-29,,12,,12.5
1979-09-05,,12,,12.5
1979-09-12,,12.75,,13
1979-09-19,,12.75,,13
1979-09-26,,12.75,,13
1979-10-03,,12.75,,13
1979-10-10,,13.75,,13.75
1979-10-17,,13.75,,13.75
1979-10-24,,13.75,,13.75
1979-10-31,,14.75,,14.75
1979-11-07,,14.75,,15
1979-11-14,,14.75,,15
1979-11-21,,14.75,,15
1979-11-28,,14.75,,15
1979-12-05,,13.75,,15
1979-12-12,,13.75,,15
1979-12-19,,13.25,,15
1979-12-26,,13.25,,15
1980-01-02,13.25,13.25,13.25,15
1980-01-09,13.25,13.25,13.25,15
1980-01-16,13.25,13.25,13.25,15
1980-01-23,13.25,13.25,13.25,15
1980-01-30,13.25,13.25,13.25,15
1980-02-06,13.25,13.25,13.25,15
1980-02-13,13.25,13.25,13.25,15
1980-02-20,13.75,13.75,13.75,15
1980-02-27,14.5,14.5,14.5,15
1980-03-05,14.5,14.5,14.5,15
1980-03-12,14.5,14.5,14.5,15
1980-03-19,15,15.25,15,15.75
1980-03-26,15.5,15.75,15.5,15.75
1980-04-02,16.25,16.75,16.5,16.5
1980-04-09,16.5,17.25,16.75,17.5
1980-04-16,16.75,17.5,16.75,17.5
1980-04-23,16.25,17,16.25,17.25
1980-04-30,16,16.75,16,16.75
1980-05-07,15,15.25,15,16.5
1980-05-14,14.5,15,14.5,15.75
1980-05-21,13.75,13.75,13.75,14.75
1980-05-28,13,13,13,13.75
1980-06-04,13,13,13,13.75
1980-06-11,13,13,13,13.75
1980-06-18,13,13,13,13.75
1980-06-25,13,13,13,13.25
1980-07-02,13,13,13,13.25
1980-07-09,13,13,13,13.25
1980-07-16,13,13,13,13
1980-07-23,13,13,13,12.75
1980-07-30,12.75,13.5,13.25,12.25
1980-08-06,12.75,13.5,13.25,12.25
1980-08-13,12.75,13.5,13.25,12.25
1980-08-20,12.75,13.75,13.25,12.25
1980-08-27,13,14,13.75,12.25
1980-09-03,13.25,14.25,14,12.25
1980-09-10,13.25,14.25,14,12.25
1980-09-17,13.5,14.5,14.25,12.25
1980-09-24,13.75,14.5,14.25,12.25
1980-10-01,13.75,14.5,14.25,12.25
1980-10-08,13.75,15,14.75,13
1980-10-15,13.75,15,14.75,12.75
1980-10-22,13.75,15,14.75,12.75
1980-10-29,13.75,15,14.75,12.75
1980-11-05,13.75,15,14.75,13.25
1980-11-12,13.75,15,14.75,13.75
1980-11-19,13.75,15,14.75,13.75
1980-11-26,13.75,15,14.75,13.75
1980-12-03,14.5,15.25,15,14.5
1980-12-10,15,15.5,15,15.5
1980-12-17,15.5,15.5,15,17
1980-12-24,15.5,16,15.75,18.25
1980-12-31,15.5,16,15.75,18.25
1981-01-07,15.5,16,15.75,18.25
1981-01-14,15.5,15.5,15.5,18.25
1981-01-21,15.25,15.5,15.5,18.25
1981-01-28,15.25,15.5,15.5,18.25
1981-02-04,15.25,15.5,15.5,18.25
1981-02-11,15.25,15.5,15.5,18.25
1981-02-18,15.5,15.5,15.5,18.25
1981-02-25,15.5,15.5,15.5,18.25
1981-03-04,15.5,15.75,15.75,18.25
1981-03-11,15.75,16,16,18.25
1981-03-18,15.75,16,16,18.25
1981-03-25,16,16,16,17.75
1981-04-01,16,16,16,17.75
1981-04-08,16.25,16.5,16.5,17.75
1981-04-15,16.25,16.5,16.5,17.75
1981-04-22,16.25,16.5,16.5,18.25
1981-04-29,17.25,17,17,18.25
1981-05-06,17.5,17.5,17.5,18.5
1981-05-13,18,18,18,19.5
1981-05-20,18,18,18,19.5
1981-05-27,18,18.5,18.5,19.5
1981-06-03,18,18.5,18.5,19.5
1981-06-10,18.5,18.5,18.5,20
1981-06-17,18.5,18.75,18.75,20
1981-06-24,18.5,18.75,18.75,20
1981-07-01,18.5,18.75,18.75,20
1981-07-08,18.5,18.75,18.75,20
1981-07-15,18.75,18.75,18.75,20
1981-07-22,18.75,18.75,18.75,20
1981-07-29,19.75,20,19.75,21
1981-08-05,20.25,20.75,20.5,21.75
1981-08-12,21.25,21.75,21.5,22.75
1981-08-19,21.25,21.75,21.5,22.75
1981-08-26,21.25,21.75,21.5,22.75
1981-09-02,21.25,21.75,21.5,22.75
1981-09-09,21.25,21.75,21.5,22.25
1981-09-16,21.25,21.75,21.5,21.75
1981-09-23,21.25,21.75,21.5,21.25
1981-09-30,21.25,21.75,21.5,21.25
1981-10-07,21.25,21.75,21.5,21.25
1981-10-14,20,21.25,21,20.5
1981-10-21,19.75,20.25,20,20
1981-10-28,19.75,20.25,20,20
1981-11-04,19.75,20.25,20,20
1981-11-11,19.25,18.75,19.5,19.5
1981-11-18,18.25,18.25,18.25,18
1981-11-25,17.5,17.75,18,17.25
1981-12-02,17.5,17.75,18,17.25
1981-12-09,17.5,17.75,18,17.25
1981-12-16,17.5,17.75,18,17.25
1981-12-23,17.5,17.75,18,17.25
1981-12-30,17.5,17.75,18,17.25
1982-01-06,17.5,17.75,18,16.5
1982-01-13,17.5,18.25,18,16.5
1982-01-20,17.5,18.25,18,16.5
1982-01-27,17.5,18.75,18.5,16.5
1982-02-03,17.5,18.75,18.5,16.5
1982-02-10,17.75,19,18.75,16.5
1982-02-17,18.25,19.5,18.75,16.5
1982-02-24,18.25,19.5,19.25,16.5
1982-03-03,18.25,19.5,19.25,16.5
1982-03-10,18.25,19.5,19.25,16.5
1982-03-17,18.25,19.5,19,16.5
1982-03-24,18.25,19.5,19,16.5
1982-03-31,18.25,19.5,19,17
1982-04-07,18.25,19.5,19.25,17
1982-04-14,18.25,19.5,19.25,17
1982-04-21,18.25,19.5,19.25,17
1982-04-28,18.25,19.5,19.25,17
1982-05-05,18.25,19.5,19.25,17
1982-05-12,18.25,19.5,19.25,17
1982-05-19,18.25,19.5,19.25,17
1982-05-26,18.25,19.5,19.25,17
1982-06-02,18.25,19.5,19.25,17
1982-06-09,18.25,19.5,19.25,17.5
1982-06-16,18.25,19.5,19.25,17.5
1982-06-23,19,19.75,19.5,18.25
1982-06-30,19,19.75,19.5,18.25
1982-07-07,19,19.75,19.5,18.25
1982-07-14,19,19.75,19.5,18.25
1982-07-21,19,19.75,19.5,17.75
1982-07-28,18.5,19.25,19.25,17.25
1982-08-04,18.5,19.25,19,17.25
1982-08-11,18.5,19.25,19,17
1982-08-18,18,19.25,18.75,17
1982-08-25,17.5,18.25,18.25,16
1982-09-01,17.5,17.75,18.25,16
1982-09-08,17.5,17.75,18.25,15.5
1982-09-15,17.5,17.75,18.25,15.5
1982-09-22,16.75,17.75,17.75,15.5
1982-09-29,16.75,17.25,17.75,15
1982-10-06,16.75,17.25,17.25,15
1982-10-13,15.25,16.5,16.25,14.5
1982-10-20,14.25,16,15.5,13.75
1982-10-27,14.25,15.75,15.25,13.75
1982-11-03,14.25,15.75,15.25,13.75
1982-11-10,14.25,15.75,15.25,13.75
1982-11-17,13.5,14.75,14.5,13
1982-11-24,13.25,14.75,14.5,13
1982-12-01,13,14.5,14.25,13
1982-12-08,13,14.5,14.25,13
1982-12-15,13,14.75,14.25,13
1982-12-22,12.5,14.75,14.25,12.5
1982-12-29,12.5,14.75,14.25,12.5
1983-01-05,12.5,14.75,14,12
1983-01-12,12,13.5,12.75,12
1983-01-19,11.75,13.5,12.75,12
1983-01-26,11.75,13.5,12.75,12
1983-02-02,11.75,13.5,12.75,12
1983-02-09,11.75,13.5,12.75,12
1983-02-16,11.75,13.5,12.75,12
1983-02-23,11.75,13.5,12.75,11.5
1983-03-02,11.75,13.5,12.75,11.5
1983-03-09,11.75,13.5,12.75,11.5
1983-03-16,11.75,13.5,12.75,11.5
1983-03-23,11.5,13.5,12.75,11.5
1983-03-30,11.25,13.5,12.75,11.5
1983-04-06,11.25,13.5,12.75,11.5
1983-04-13,11.25,13.5,12.75,11.5
1983-04-20,11.25,13.25,12.75,11
1983-04-27,11,13.25,12.5,11
1983-05-04,11,13.25,12.5,11
1983-05-11,11,13.25,12.5,11
1983-05-18,11,13,12.5,11
1983-05-25,11,13,12.5,11
1983-06-01,11,13,12.5,11
1983-06-08,11,13,12.5,11
1983-06-15,11,13,12.5,11
1983-06-22,11,13,12.5,11
1983-06-29,11,13,12.5,11
1983-07-06,11,13,12.5,11
1983-07-13,11,13,12.25,11
1983-07-20,11,13,12.5,11
1983-07-27,11,13.5,12.75,11
1983-08-03,11,13.5,12.75,11
1983-08-10,11,13.5,12.75,11
1983-08-17,11,13.75,13,11
1983-08-24,11,14,13.25,11
1983-08-31,11,14,13.25,11
1983-09-07,11,14,13.25,11
1983-09-14,11,13.75,13,11
1983-09-21,11,13.75,13,11
1983-09-28,10.75,13.5,12.75,11
1983-10-05,10.75,13.5,12.75,11
1983-10-12,10.75,13.5,12.75,11
1983-10-19,10.75,13,12.25,11
1983-10-26,10.75,13,12.25,11
1983-11-02,10.75,13,12.25,11
1983-11-09,10.75,13,12.25,11
1983-11-16,10.5,12.75,12,11
1983-11-23,10.25,12.5,11.75,11
1983-11-30,10.25,12.5,11.75,11
1983-12-07,10.25,12.5,11.75,11
1983-12-14,10.25,12.5,11.75,11
1983-12-21,10.25,12.5,11.75,11
1983-12-28,10.25,12.5,11.75,11
1984-01-04,10.25,12.5,11.75,11
1984-01-11,10.25,12.5,11.75,11
1984-01-18,10.25,12.5,11.75,11
1984-01-25,10.25,12.5,11.75,11
1984-02-01,10.25,12.5,11.75,11
1984-02-08,10.25,12.5,11.75,11
1984-02-15,10.25,12.5,11.75,11
1984-02-22,10.25,12.5,11.75,11
1984-02-29,10.25,12.5,11.75,11
1984-03-07,10.25,12.5,11.75,11
1984-03-14,10.75,12.75,12,11
1984-03-21,11.25,13.25,12.5,11.5
1984-03-28,11.25,13.25,12.5,11.5
1984-04-04,11.25,13.25,12.5,11.5
1984-04-11,11.25,13.25,12.5,11.5
1984-04-18,11.5,13.5,12.75,11.5
1984-04-25,11.5,13.5,12.75,11.5
1984-05-02,11.75,13.75,13,11.5
1984-05-09,12.25,14.25,13.75,12
1984-05-16,12.25,14.25,13.75,12
1984-05-23,12.75,14.5,14.25,12
1984-05-30,12.75,14.5,14.25,12
1984-06-06,12.75,14.5,14.25,12
1984-06-13,12.75,14.5,14.25,12
1984-06-20,12.75,14.5,14.25,12
1984-06-27,12.75,14.5,14.25,12.5
1984-07-04,13.25,14.5,14.5,13
1984-07-11,13.5,15,14.75,13.5
1984-07-18,13.75,15.25,15,13.5
1984-07-25,13.75,15.25,15,13.5
1984-08-01,13.75,14.75,14.75,13.5
1984-08-08,13.75,14.75,14.75,13.5
1984-08-15,13.5,14.5,14.25,13
1984-08-22,13.25,14.25,14.25,13
1984-08-29,13.25,14.25,14.25,13
1984-09-05,13.25,14.25,14.25,13
1984-09-12,13,14,14,13
1984-09-19,12.75,13.75,13.75,13
1984-09-26,12.75,13.75,13.75,13
1984-10-03,12.75,13.75,13.75,13
1984-10-10,12.75,13.75,13.75,13
1984-10-17,12.75,13.75,13.75,13
1984-10-24,12.5,13.5,13.5,13
1984-10-31,12.5,13.5,13.5,12.5
1984-11-07,12.5,13.5,13.5,12.5
1984-11-14,12.25,13.25,13,12.5
1984-11-21,12,13,12.5,12
1984-11-28,11.75,13,12.5,12
1984-12-05,11.5,12.75,12.5,12
1984-12-12,11.5,12.75,12.5,11.75
1984-12-19,11.5,12.75,12.5,11.75
1984-12-26,11.25,12.5,12.25,11.25
1985-01-02,11.25,12.5,12.25,11.25
1985-01-09,11.25,12.5,12.25,11.25
1985-01-16,11,12.5,12,11
1985-01-23,10.75,12.5,11.75,11
1985-01-30,10.75,12.25,11.75,11
1985-02-06,10.75,12.25,11.75,11
1985-02-13,11,12.75,12.25,11
1985-02-20,11,12.75,12.25,11
1985-02-27,11.25,13.25,12.5,11.5
1985-03-06,11.75,13.5,12.75,11.5
1985-03-13,12,13.5,13,11.75
1985-03-20,11.75,13.5,13,11.75
1985-03-27,11.75,13.25,12.75,11.75
1985-04-03,11.75,13.25,12.75,11.25
1985-04-10,11.25,12.75,12.25,11.25
1985-04-17,11.25,12.75,12.25,11
1985-04-24,10.5,12.5,11.75,10.75
1985-05-01,10.5,12.5,11.75,10.75
1985-05-08,10.5,12.5,11.75,10.75
1985-05-15,10.5,12.5,11.75,10.75
1985-05-22,10,12.25,11.25,10.5
1985-05-29,10,12.25,11.25,10.5
1985-06-05,10,12.25,11.25,10.5
1985-06-12,10,11.75,11.25,10.5
1985-06-19,10,11.75,11.25,10.5
1985-06-26,10,11.75,11.25,10.5
1985-07-03,10,11.75,11.25,10.5
1985-07-10,10,11.75,11.25,10.5
1985-07-17,10,11.75,11.25,10.5
1985-07-24,10,11.75,11.25,10.5
1985-07-31,10,11.75,11.25,10.5
1985-08-07,10,11.75,11.25,10.5
1985-08-14,10,11.75,11.25,10.5
1985-08-21,10,11.75,11.25,10.5
1985-08-28,10,11.75,11.25,10.25
1985-09-04,10,11.75,11.25,10.25
1985-09-11,10,11.75,11.25,10.25
1985-09-18,10,11.75,11.25,10.25
1985-09-25,10,11.75,11.25,10.25
1985-10-02,10,11.75,11.25,10.25
1985-10-09,10,11.75,11.25,10
1985-10-16,10,11.75,11.25,10
1985-10-23,10,11.75,11.25,10
1985-10-30,10,11.75,11.25,10
1985-11-06,9.75,11.75,11.25,10
1985-11-13,9.75,11.75,11.25,10
1985-11-20,9.75,11.75,11.25,10
1985-11-27,9.75,11.75,11.25,10
1985-12-04,9.75,11.75,11.25,10
1985-12-11,9.75,11.75,11.25,10
1985-12-18,9.75,11.5,11,10
1985-12-25,9.75,11.5,11,10
1986-01-01,9.75,11.5,11,10
1986-01-08,10.25,11.5,11,10.5
1986-01-15,10.25,11.75,11.25,11
1986-01-22,10.75,11.75,11.5,11
1986-01-29,10.75,11.75,11.5,11
1986-02-05,11.25,11.75,11.5,11.5
1986-02-12,11.25,12,11.5,12.25
1986-02-19,11.75,12,12,13
1986-02-26,11.75,12,12,13
1986-03-05,11.5,11.75,11.75,13
1986-03-12,11.5,11.75,11.75,13
1986-03-19,11,11.5,11.5,12.5
1986-03-26,11,11.5,11.5,12
1986-04-02,11,11.5,11.5,12
1986-04-09,10.75,11.25,11.25,12
1986-04-16,10.5,11,11,11.25
1986-04-23,10.25,11,10.75,11.25
1986-04-30,10.25,11,10.75,11.25
1986-05-07,9.75,10.5,10.5,10.75
1986-05-14,9.75,10.5,10.5,10.75
1986-05-21,9.75,10.5,10.5,10.25
1986-05-28,9.75,10.5,10.5,10.25
1986-06-04,9.75,10.5,10.5,10.25
1986-06-11,9.75,11,10.5,10.25
1986-06-18,9.75,11,10.5,10.25
1986-06-25,9.75,11,10.5,10.25
1986-07-02,9.75,11,10.5,10.25
1986-07-09,9.75,11,10.5,10.25
1986-07-16,9.75,11,10.5,10.25
1986-07-23,9.75,11,10.5,9.75
1986-07-30,9.75,11,10.5,9.75
1986-08-06,9.75,11,10.5,9.75
1986-08-13,9.75,11,10.5,9.75
1986-08-20,9.75,11,10.5,9.75
1986-08-27,9.75,11,10.5,9.75
1986-09-03,9.75,11,10.5,9.75
1986-09-10,9.75,11,10.5,9.75
1986-09-17,9.75,11.25,10.5,9.75
1986-09-24,9.75,11.25,10.5,9.75
1986-10-01,9.75,11.25,10.5,9.75
1986-10-08,9.75,11.25,10.75,9.75
1986-10-15,9.75,11.25,10.75,9.75
1986-10-22,9.75,11.25,10.75,9.75
1986-10-29,9.75,11.25,10.75,9.75
1986-11-05,9.75,11.25,10.75,9.75
1986-11-12,9.75,11.25,10.75,9.75
1986-11-19,9.75,11.25,10.75,9.75
1986-11-26,9.75,11.25,10.75,9.75
1986-12-03,9.75,11.25,10.75,9.75
1986-12-10,9.75,11.25,10.75,9.75
1986-12-17,9.75,11.25,10.75,9.75
1986-12-24,9.75,11,10.75,9.75
1986-12-31,9.75,11,10.75,9.75
1987-01-07,9.75,11,10.75,9.75
1987-01-14,9.5,10.75,10.5,9.75
1987-01-21,9.5,10.75,10.5,9.75
1987-01-28,9.25,10.5,10.25,9.25
1987-02-04,9.25,10.5,10.25,9.25
1987-02-11,9.25,10.5,10.25,9.25
1987-02-18,9.25,10.5,10.25,9.25
1987-02-25,9.25,10.5,10.25,9.25
1987-03-04,9.25,10.25,10,9.25
1987-03-11,9.25,10.25,10,9.25
1987-03-18,9.25,10.25,10,8.75
1987-03-25,9,10,9.75,8.75
1987-04-01,9,10,9.75,8.75
1987-04-08,9,10,9.75,8.75
1987-04-15,9,10.5,10,8.75
1987-04-22,9.25,10.75,10.25,8.75
1987-04-29,9.5,11,10.25,9.25
1987-05-06,9.5,11,10.25,9.25
1987-05-13,9.5,11,10.25,9.25
1987-05-20,9.5,11,10.25,9.25
1987-05-27,9.75,11.25,10.5,9.5
1987-06-03,9.75,11.25,10.75,9.5
1987-06-10,9.75,11.25,10.75,9.5
1987-06-17,9.75,11.25,10.75,9.5
1987-06-24,9.75,11.25,10.75,9.5
1987-07-01,9.75,11.25,10.75,9.5
1987-07-08,9.75,11.25,10.75,9.5
1987-07-15,9.75,11.25,10.75,9.5
1987-07-22,9.75,11.25,10.75,9.5
1987-07-29,9.75,11.25,10.75,9.5
1987-08-05,10.25,11.5,11,10
1987-08-12,10.25,11.5,11,10
1987-08-19,10.25,11.5,11,10
1987-08-26,10.25,11.5,11,10
1987-09-02,10.25,11.5,11,10
1987-09-09,10.25,11.5,11,10
1987-09-16,10.5,11.75,11.25,10
1987-09-23,10.5,11.75,11.25,10
1987-09-30,10.75,12,11.5,10
1987-10-07,10.75,12,11.5,10
1987-10-14,11,12.25,11.75,10.5
1987-10-21,11,12.25,11.75,10.5
1987-10-28,10.5,11.5,11,9.75
1987-11-04,10.5,11.5,11,9.75
1987-11-11,10.5,11.5,11,9.75
1987-11-18,10.25,11.5,11,9.75
1987-11-25,10.25,11.5,11,9.75
1987-12-02,10.25,11.5,11,9.75
1987-12-09,10.25,11.5,11,9.75
1987-12-16,10.25,11.75,11.25,9.75
1987-12-23,10.25,11.75,11.25,9.75
1987-12-30,10.25,11.75,11.25,9.75
1988-01-06,10.25,11.75,11.25,9.75
1988-01-13,10.25,11.75,11.25,9.75
1988-01-20,10.25,11.75,11.25,9.75
1988-01-27,10.25,11.75,11.25,9.75
1988-02-03,10.25,11.75,11.25,9.75
1988-02-10,9.75,11.5,11,9.75
1988-02-17,9.75,11.5,11,9.75
1988-02-24,9.75,11.5,11,9.75
1988-03-02,9.75,11.5,11,9.75
1988-03-09,9.75,11,10.5,9.75
1988-03-16,9.75,11,10.5,9.75
1988-03-23,9.75,11,10.5,9.75
1988-03-30,9.75,11,10.5,9.75
1988-04-06,9.75,11,10.5,9.75
1988-04-13,9.75,11,10.5,9.75
1988-04-20,9.75,11,10.5,9.75
1988-04-27,10.25,11.25,10.75,10.25
1988-05-04,10.25,11.25,10.75,10.25
1988-05-11,10.25,11.25,10.75,10.25
1988-05-18,10.25,11.25,10.75,10.25
1988-05-25,10.25,11.25,10.75,10.25
1988-06-01,10.5,11.5,11,10.25
1988-06-08,10.75,11.75,11.25,10.75
1988-06-15,10.75,11.25,11.25,10.75
1988-06-22,10.75,11.25,11.25,10.75
1988-06-29,10.75,11.25,11.25,10.75
1988-07-06,10.75,11.25,11.25,10.75
1988-07-13,10.75,11.25,11.25,10.75
1988-07-20,11,11.75,11.5,10.75
1988-07-27,11,11.75,11.5,10.75
1988-08-03,11,11.75,11.5,10.75
1988-08-10,11,11.75,11.5,10.75
1988-08-17,11.25,12,11.75,10.75
1988-08-24,11.25,12,11.75,10.75
1988-08-31,11.5,12.25,12,11.25
1988-09-07,11.5,12.25,12,11.25
1988-09-14,11.5,12.25,12,11.25
1988-09-21,11.5,12.25,12,11.75
1988-09-28,11.75,11.75,12,11.75
1988-10-05,11.75,11.75,12,11.75
1988-10-12,11.75,11.75,12,11.75
1988-10-19,11.25,11.75,11.75,11.75
1988-10-26,11.25,11.75,11.75,11.75
1988-11-02,11.25,11.75,11.75,11.75
1988-11-09,11.25,11.75,11.75,11.75
1988-11-16,11.25,11.75,11.75,11.75
