REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
1987-01-01,Saskatchewan,2016A000247,v14,9,1029639
1987-01-01,Alberta,2016A000248,v15,10,2432958
1987-01-01,British Columbia,2016A000259,v3,11,3021900
1987-01-01,Yukon,2016A000260,v4,12,25125
1987-01-01,Northwest Territories including Nunavut,,v5,13,54473
1987-04-01,Canada,2016A000011124,v1,1,26346370
1987-04-01,Newfoundland and Labrador,2016A000210,v2,2,575802
1987-04-01,Prince Edward Island,2016A000211,v8,3,128645
1987-04-01,Nova Scotia,2016A000212,v9,4,891908
1987-04-01,New Brunswick,2016A000213,v10,5,726566
1987-04-01,Quebec,2016A000224,v11,6,6765059
1987-04-01,Ontario,2016A000235,v12,7,9577947
1987-04-01,Manitoba,2016A000246,v13,8,1097076
1987-04-01,Saskatchewan,2016A000247,v14,9,1031336
1987-04-01,Alberta,2016A000248,v15,10,2439074
1987-04-01,British Columbia,2016A000259,v3,11,3032807
1987-04-01,Yukon,2016A000260,v4,12,25386
1987-04-01,Northwest Territories including Nunavut,,v5,13,54764
1987-07-01,Canada,2016A000011124,v1,1,26446601
1987-07-01,Newfoundland and Labrador,2016A000210,v2,2,575242
1987-07-01,Prince Edward Island,2016A000211,v8,3,128641
1987-07-01,Nova Scotia,2016A000212,v9,4,893606
1987-07-01,New Brunswick,2016A000213,v10,5,727768
1987-07-01,Quebec,2016A000224,v11,6,6781984
1987-07-01,Ontario,2016A000235,v12,7,9637945
1987-07-01,Manitoba,2016A000246,v13,8,1098373
1987-07-01,Saskatchewan,2016A000247,v14,9,1032799
1987-07-01,Alberta,2016A000248,v15,10,2440877
1987-07-01,British Columbia,2016A000259,v3,11,3048651
1987-07-01,Yukon,2016A000260,v4,12,25706
1987-07-01,Northwest Territories including Nunavut,,v5,13,55009
1987-10-01,Canada,2016A000011124,v1,1,26542370
1987-10-01,Newfoundland and Labrador,2016A000210,v2,2,574094
1987-10-01,Prince Edward Island,2016A000211,v8,3,128758
1987-10-01,Nova Scotia,2016A000212,v9,4,894585
1987-10-01,New Brunswick,2016A000213,v10,5,728100
1987-10-01,Quebec,2016A000224,v11,6,6796640
1987-10-01,Ontario,2016A000235,v12,7,9702789
1987-10-01,Manitoba,2016A000246,v13,8,1098195
1987-10-01,Saskatchewan,2016A000247,v14,9,1031995
1987-10-01,Alberta,2016A000248,v15,10,2437537
1987-10-01,British Columbia,2016A000259,v3,11,3068995
1987-10-01,Yukon,2016A000260,v4,12,25808
1987-10-01,Northwest Territories including Nunavut,,v5,13,54874
1988-01-01,Canada,2016A000011124,v1,1,26602328
1988-01-01,Newfoundland and Labrador,2016A000210,v2,2,574543
1988-01-01,Prince Edward Island,2016A000211,v8,3,129152
1988-01-01,Nova Scotia,2016A000212,v9,4,894600
1988-01-01,New Brunswick,2016A000213,v10,5,728401
1988-01-01,Quebec,2016A000224,v11,6,6805203
1988-01-01,Ontario,2016A000235,v12,7,9735171
1988-01-01,Manitoba,2016A000246,v13,8,1099782
1988-01-01,Saskatchewan,2016A000247,v14,9,1029527
1988-01-01,Alberta,2016A000248,v15,10,2443396
1988-01-01,British Columbia,2016A000259,v3,11,3081368
1988-01-01,Yukon,2016A000260,v4,12,25902
1988-01-01,Northwest Territories including Nunavut,,v5,13,55283
1988-04-01,Canada,2016A000011124,v1,1,26679165
1988-04-01,Newfoundland and Labrador,2016A000210,v2,2,574912
1988-04-01,Prince Edward Island,2016A000211,v8,3,129242
1988-04-01,Nova Scotia,2016A000212,v9,4,895638
1988-04-01,New Brunswick,2016A000213,v10,5,729079
1988-04-01,Quebec,2016A000224,v11,6,6818248
1988-04-01,Ontario,2016A000235,v12,7,9774964
1988-04-01,Manitoba,2016A000246,v13,8,1101404
1988-04-01,Saskatchewan,2016A000247,v14,9,1028590
1988-04-01,Alberta,2016A000248,v15,10,2450646
1988-04-01,British Columbia,2016A000259,v3,11,3094274
1988-04-01,Yukon,2016A000260,v4,12,26335
1988-04-01,Northwest Territories including Nunavut,,v5,13,55833
1988-07-01,Canada,2016A000011124,v1,1,26791747
1988-07-01,Newfoundland and Labrador,2016A000210,v2,2,574982
1988-07-01,Prince Edward Island,2016A000211,v8,3,129289
1988-07-01,Nova Scotia,2016A000212,v9,4,897216
1988-07-01,New Brunswick,2016A000213,v10,5,730349
1988-07-01,Quebec,2016A000224,v11,6,6837077
1988-07-01,Ontario,2016A000235,v12,7,9838620
1988-07-01,Manitoba,2016A000246,v13,8,1102152
1988-07-01,Saskatchewan,2016A000247,v14,9,1028225
1988-07-01,Alberta,2016A000248,v15,10,2456614
1988-07-01,British Columbia,2016A000259,v3,11,3114761
1988-07-01,Yukon,2016A000260,v4,12,26653
1988-07-01,Northwest Territories including Nunavut,,v5,13,55809
1988-10-01,Canada,2016A000011124,v1,1,26932655
1988-10-01,Newfoundland and Labrador,2016A000210,v2,2,574645
1988-10-01,Prince Edward Island,2016A000211,v8,3,129327
1988-10-01,Nova Scotia,2016A000212,v9,4,899462
1988-10-01,New Brunswick,2016A000213,v10,5,731671
1988-10-01,Quebec,2016A000224,v11,6,6864044
1988-10-01,Ontario,2016A000235,v12,7,9917210
1988-10-01,Manitoba,2016A000246,v13,8,1101074
1988-10-01,Saskatchewan,2016A000247,v14,9,1025453
1988-10-01,Alberta,2016A000248,v15,10,2465242
1988-10-01,British Columbia,2016A000259,v3,11,3141854
1988-10-01,Yukon,2016A000260,v4,12,26582
1988-10-01,Northwest Territories including Nunavut,,v5,13,56091
1989-01-01,Canada,2016A000011124,v1,1,27032356
1989-01-01,Newfoundland and Labrador,2016A000210,v2,2,575626
1989-01-01,Prince Edward Island,2016A000211,v8,3,129984
1989-01-01,Nova Scotia,2016A000212,v9,4,900270
1989-01-01,New Brunswick,2016A000213,v10,5,732462
1989-01-01,Quebec,2016A000224,v11,6,6882602
1989-01-01,Ontario,2016A000235,v12,7,9969308
1989-01-01,Manitoba,2016A000246,v13,8,1101544
1989-01-01,Saskatchewan,2016A000247,v14,9,1021497
1989-01-01,Alberta,2016A000248,v15,10,2477533
1989-01-01,British Columbia,2016A000259,v3,11,3158092
1989-01-01,Yukon,2016A000260,v4,12,26898
1989-01-01,Northwest Territories including Nunavut,,v5,13,56540
1989-04-01,Canada,2016A000011124,v1,1,27147776
1989-04-01,Newfoundland and Labrador,2016A000210,v2,2,576458
1989-04-01,Prince Edward Island,2016A000211,v8,3,130192
1989-04-01,Nova Scotia,2016A000212,v9,4,901341
1989-04-01,New Brunswick,2016A000213,v10,5,733872
1989-04-01,Quebec,2016A000224,v11,6,6903228
1989-04-01,Ontario,2016A000235,v12,7,10031922
1989-04-01,Manitoba,2016A000246,v13,8,1102669
1989-04-01,Saskatchewan,2016A000247,v14,9,1020302
1989-04-01,Alberta,2016A000248,v15,10,2489032
1989-04-01,British Columbia,2016A000259,v3,11,3174623
1989-04-01,Yukon,2016A000260,v4,12,27053
1989-04-01,Northwest Territories including Nunavut,,v5,13,57084
1989-07-01,Canada,2016A000011124,v1,1,27276781
1989-07-01,Newfoundland and Labrador,2016A000210,v2,2,576551
1989-07-01,Prince Edward Island,2016A000211,v8,3,130153
1989-07-01,Nova Scotia,2016A000212,v9,4,903841
1989-07-01,New Brunswick,2016A000213,v10,5,735129
1989-07-01,Quebec,2016A000224,v11,6,6925128
1989-07-01,Ontario,2016A000235,v12,7,10103305
1989-07-01,Manitoba,2016A000246,v13,8,1103792
1989-07-01,Saskatchewan,2016A000247,v14,9,1019439
1989-07-01,Alberta,2016A000248,v15,10,2498325
1989-07-01,British Columbia,2016A000259,v3,11,3196725
1989-07-01,Yukon,2016A000260,v4,12,27167
1989-07-01,Northwest Territories including Nunavut,,v5,13,57226
1989-10-01,Canada,2016A000011124,v1,1,27402695
1989-10-01,Newfoundland and Labrador,2016A000210,v2,2,575594
1989-10-01,Prince Edward Island,2016A000211,v8,3,129900
1989-10-01,Nova Scotia,2016A000212,v9,4,906644
1989-10-01,New Brunswick,2016A000213,v10,5,736352
1989-10-01,Quebec,2016A000224,v11,6,6946945
1989-10-01,Ontario,2016A000235,v12,7,10167642
1989-10-01,Manitoba,2016A000246,v13,8,1102522
1989-10-01,Saskatchewan,2016A000247,v14,9,1016043
1989-10-01,Alberta,2016A000248,v15,10,2507203
1989-10-01,British Columbia,2016A000259,v3,11,3229220
1989-10-01,Yukon,2016A000260,v4,12,27197
1989-10-01,Northwest Territories including Nunavut,,v5,13,57433
1990-01-01,Canada,2016A000011124,v1,1,27463550
1990-01-01,Newfoundland and Labrador,2016A000210,v2,2,576278
1990-01-01,Prince Edward Island,2016A000211,v8,3,130336
1990-01-01,Nova Scotia,2016A000212,v9,4,907394
1990-01-01,New Brunswick,2016A000213,v10,5,737307
1990-01-01,Quebec,2016A000224,v11,6,6955119
1990-01-01,Ontario,2016A000235,v12,7,10189985
1990-01-01,Manitoba,2016A000246,v13,8,1102752
1990-01-01,Saskatchewan,2016A000247,v14,9,1011429
1990-01-01,Alberta,2016A000248,v15,10,2520056
1990-01-01,British Columbia,2016A000259,v3,11,3247419
1990-01-01,Yukon,2016A000260,v4,12,27605
1990-01-01,Northwest Territories including Nunavut,,v5,13,57870
1990-04-01,Canada,2016A000011124,v1,1,27567161
1990-04-01,Newfoundland and Labrador,2016A000210,v2,2,577167
1990-04-01,Prince Edward Island,2016A000211,v8,3,130468
1990-04-01,Nova Scotia,2016A000212,v9,4,908444
1990-04-01,New Brunswick,2016A000213,v10,5,738744
1990-04-01,Quebec,2016A000224,v11,6,6973762
1990-04-01,Ontario,2016A000235,v12,7,10238884
1990-04-01,Manitoba,2016A000246,v13,8,1103935
1990-04-01,Saskatchewan,2016A000247,v14,9,1009952
1990-04-01,Alberta,2016A000248,v15,10,2532621
1990-04-01,British Columbia,2016A000259,v3,11,3266888
1990-04-01,Yukon,2016A000260,v4,12,27824
1990-04-01,Northwest Territories including Nunavut,,v5,13,58472
1990-07-01,Canada,2016A000011124,v1,1,27691138
1990-07-01,Newfoundland and Labrador,2016A000210,v2,2,577368
1990-07-01,Prince Edward Island,2016A000211,v8,3,130404
1990-07-01,Nova Scotia,2016A000212,v9,4,910451
1990-07-01,New Brunswick,2016A000213,v10,5,740156
1990-07-01,Quebec,2016A000224,v11,6,6996986
1990-07-01,Ontario,2016A000235,v12,7,10295832
1990-07-01,Manitoba,2016A000246,v13,8,1105421
1990-07-01,Saskatchewan,2016A000247,v14,9,1007727
1990-07-01,Alberta,2016A000248,v15,10,2547788
1990-07-01,British Columbia,2016A000259,v3,11,3292111
1990-07-01,Yukon,2016A000260,v4,12,27957
1990-07-01,Northwest Territories including Nunavut,,v5,13,58937
1990-10-01,Canada,2016A000011124,v1,1,27807591
1990-10-01,Newfoundland and Labrador,2016A000210,v2,2,577113
1990-10-01,Prince Edward Island,2016A000211,v8,3,130367
1990-10-01,Nova Scotia,2016A000212,v9,4,911749
1990-10-01,New Brunswick,2016A000213,v10,5,741981
1990-10-01,Quebec,2016A000224,v11,6,7019039
1990-10-01,Ontario,2016A000235,v12,7,10344678
1990-10-01,Manitoba,2016A000246,v13,8,1105098
1990-10-01,Saskatchewan,2016A000247,v14,9,1004214
1990-10-01,Alberta,2016A000248,v15,10,2563142
1990-10-01,British Columbia,2016A000259,v3,11,3322896
1990-10-01,Yukon,2016A000260,v4,12,28023
1990-10-01,Northwest Territories including Nunavut,,v5,13,59291
1991-01-01,Canada,2016A000011124,v1,1,27854861
1991-01-01,Newfoundland and Labrador,2016A000210,v2,2,577377
1991-01-01,Prince Edward Island,2016A000211,v8,3,130477
1991-01-01,Nova Scotia,2016A000212,v9,4,912792
1991-01-01,New Brunswick,2016A000213,v10,5,743210
1991-01-01,Quebec,2016A000224,v11,6,7026241
1991-01-01,Ontario,2016A000235,v12,7,10355101
1991-01-01,Manitoba,2016A000246,v13,8,1106196
1991-01-01,Saskatchewan,2016A000247,v14,9,1002651
1991-01-01,Alberta,2016A000248,v15,10,2572947
1991-01-01,British Columbia,2016A000259,v3,11,3339935
1991-01-01,Yukon,2016A000260,v4,12,28223
1991-01-01,Northwest Territories including Nunavut,,v5,13,59711
1991-04-01,Canada,2016A000011124,v1,1,27928837
1991-04-01,Newfoundland and Labrador,2016A000210,v2,2,578397
1991-04-01,Prince Edward Island,2016A000211,v8,3,130453
1991-04-01,Nova Scotia,2016A000212,v9,4,912889
1991-04-01,New Brunswick,2016A000213,v10,5,744203
1991-04-01,Quebec,2016A000224,v11,6,7044395
1991-04-01,Ontario,2016A000235,v12,7,10385937
1991-04-01,Manitoba,2016A000246,v13,8,1107757
1991-04-01,Saskatchewan,2016A000247,v14,9,1002876
1991-04-01,Alberta,2016A000248,v15,10,2580625
1991-04-01,British Columbia,2016A000259,v3,11,3352585
1991-04-01,Yukon,2016A000260,v4,12,28494
1991-04-01,Northwest Territories including Nunavut,,v5,13,60226
1991-07-01,Canada,2016A000011124,v1,1,28037420
1991-07-01,Newfoundland and Labrador,2016A000210,v2,2,579644
1991-07-01,Prince Edward Island,2016A000211,v8,3,130369
1991-07-01,Nova Scotia,2016A000212,v9,4,914969
1991-07-01,New Brunswick,2016A000213,v10,5,745567
1991-07-01,Quebec,2016A000224,v11,6,7067396
1991-07-01,Ontario,2016A000235,v12,7,10431316
1991-07-01,Manitoba,2016A000246,v13,8,1109604
1991-07-01,Saskatchewan,2016A000247,v14,9,1002713
1991-07-01,Alberta,2016A000248,v15,10,2592306
1991-07-01,British Columbia,2016A000259,v3,11,3373787
1991-07-01,Yukon,2016A000260,v4,12,28871
1991-07-01,Northwest Territories including Nunavut,,v5,13,60878
1991-07-01,Northwest Territories,2016A000261,v6,14,38724
1991-07-01,Nunavut,2016A000262,v7,15,22154
1991-10-01,Canada,2016A000011124,v1,1,28127327
1991-10-01,Newfoundland and Labrador,2016A000210,v2,2,579549
1991-10-01,Prince Edward Island,2016A000211,v8,3,130360
1991-10-01,Nova Scotia,2016A000212,v9,4,916896
1991-10-01,New Brunswick,2016A000213,v10,5,745886
1991-10-01,Quebec,2016A000224,v11,6,7080336
1991-10-01,Ontario,2016A000235,v12,7,10465562
1991-10-01,Manitoba,2016A000246,v13,8,1109400
1991-10-01,Saskatchewan,2016A000247,v14,9,1000942
1991-10-01,Alberta,2016A000248,v15,10,2604031
1991-10-01,British Columbia,2016A000259,v3,11,3404049
1991-10-01,Yukon,2016A000260,v4,12,29142
1991-10-01,Northwest Territories,2016A000261,v6,14,38854
1991-10-01,Nunavut,2016A000262,v7,15,22320
1992-01-01,Canada,2016A000011124,v1,1,28181477
1992-01-01,Newfoundland and Labrador,2016A000210,v2,2,579425
1992-01-01,Prince Edward Island,2016A000211,v8,3,130604
1992-01-01,Nova Scotia,2016A000212,v9,4,917302
1992-01-01,New Brunswick,2016A000213,v10,5,746571
1992-01-01,Quebec,2016A000224,v11,6,7082645
1992-01-01,Ontario,2016A000235,v12,7,10488022
1992-01-01,Manitoba,2016A000246,v13,8,1109978
1992-01-01,Saskatchewan,2016A000247,v14,9,1001136
1992-01-01,Alberta,2016A000248,v15,10,2611786
1992-01-01,British Columbia,2016A000259,v3,11,3423217
1992-01-01,Yukon,2016A000260,v4,12,29239
1992-01-01,Northwest Territories,2016A000261,v6,14,39055
1992-01-01,Nunavut,2016A000262,v7,15,22497
1992-04-01,Canada,2016A000011124,v1,1,28269699
1992-04-01,Newfoundland and Labrador,2016A000210,v2,2,579761
1992-04-01,Prince Edward Island,2016A000211,v8,3,130812
1992-04-01,Nova Scotia,2016A000212,v9,4,917555
1992-04-01,New Brunswick,2016A000213,v10,5,747232
1992-04-01,Quebec,2016A000224,v11,6,7096705
1992-04-01,Ontario,2016A000235,v12,7,10528346
1992-04-01,Manitoba,2016A000246,v13,8,1111050
1992-04-01,Saskatchewan,2016A000247,v14,9,1002831
1992-04-01,Alberta,2016A000248,v15,10,2620771
1992-04-01,British Columbia,2016A000259,v3,11,3443237
1992-04-01,Yukon,2016A000260,v4,12,29510
1992-04-01,Northwest Territories,2016A000261,v6,14,39230
1992-04-01,Nunavut,2016A000262,v7,15,22659
1992-07-01,Canada,2016A000011124,v1,1,28371264
1992-07-01,Newfoundland and Labrador,2016A000210,v2,2,580109
1992-07-01,Prince Edward Island,2016A000211,v8,3,130827
1992-07-01,Nova Scotia,2016A000212,v9,4,919451
1992-07-01,New Brunswick,2016A000213,v10,5,748121
1992-07-01,Quebec,2016A000224,v11,6,7110010
1992-07-01,Ontario,2016A000235,v12,7,10572205
1992-07-01,Manitoba,2016A000246,v13,8,1112689
1992-07-01,Saskatchewan,2016A000247,v14,9,1003995
1992-07-01,Alberta,2016A000248,v15,10,2632672
1992-07-01,British Columbia,2016A000259,v3,11,3468802
1992-07-01,Yukon,2016A000260,v4,12,30084
1992-07-01,Northwest Territories,2016A000261,v6,14,39416
1992-07-01,Nunavut,2016A000262,v7,15,22883
1992-10-01,Canada,2016A000011124,v1,1,28474177
1992-10-01,Newfoundland and Labrador,2016A000210,v2,2,579624
1992-10-01,Prince Edward Island,2016A000211,v8,3,131201
1992-10-01,Nova Scotia,2016A000212,v9,4,921619
1992-10-01,New Brunswick,2016A000213,v10,5,747746
1992-10-01,Quebec,2016A000224,v11,6,7129062
1992-10-01,Ontario,2016A000235,v12,7,10610665
1992-10-01,Manitoba,2016A000246,v13,8,1113209
1992-10-01,Saskatchewan,2016A000247,v14,9,1002960
1992-10-01,Alberta,2016A000248,v15,10,2643421
1992-10-01,British Columbia,2016A000259,v3,11,3502209
1992-10-01,Yukon,2016A000260,v4,12,30034
1992-10-01,Northwest Territories,2016A000261,v6,14,39422
1992-10-01,Nunavut,2016A000262,v7,15,23005
1993-01-01,Canada,2016A000011124,v1,1,28533602
1993-01-01,Newfoundland and Labrador,2016A000210,v2,2,580819
1993-01-01,Prince Edward Island,2016A000211,v8,3,131564
1993-01-01,Nova Scotia,2016A000212,v9,4,922128
1993-01-01,New Brunswick,2016A000213,v10,5,747892
1993-01-01,Quebec,2016A000224,v11,6,7137514
1993-01-01,Ontario,2016A000235,v12,7,10629994
1993-01-01,Manitoba,2016A000246,v13,8,1114180
1993-01-01,Saskatchewan,2016A000247,v14,9,1003443
1993-01-01,Alberta,2016A000248,v15,10,2650886
1993-01-01,British Columbia,2016A000259,v3,11,3522509
1993-01-01,Yukon,2016A000260,v4,12,29964
1993-01-01,Northwest Territories,2016A000261,v6,14,39538
1993-01-01,Nunavut,2016A000262,v7,15,23171
1993-04-01,Canada,2016A000011124,v1,1,28600864
1993-04-01,Newfoundland and Labrador,2016A000210,v2,2,580369
1993-04-01,Prince Edward Island,2016A000211,v8,3,131833
1993-04-01,Nova Scotia,2016A000212,v9,4,922469
1993-04-01,New Brunswick,2016A000213,v10,5,748320
1993-04-01,Quebec,2016A000224,v11,6,7147047
1993-04-01,Ontario,2016A000235,v12,7,10656924
1993-04-01,Manitoba,2016A000246,v13,8,1115554
1993-04-01,Saskatchewan,2016A000247,v14,9,1005037
1993-04-01,Alberta,2016A000248,v15,10,2658293
1993-04-01,British Columbia,2016A000259,v3,11,3541936
1993-04-01,Yukon,2016A000260,v4,12,30112
1993-04-01,Northwest Territories,2016A000261,v6,14,39649
1993-04-01,Nunavut,2016A000262,v7,15,23321
1993-07-01,Canada,2016A000011124,v1,1,28684764
1993-07-01,Newfoundland and Labrador,2016A000210,v2,2,579977
1993-07-01,Prince Edward Island,2016A000211,v8,3,132177
1993-07-01,Nova Scotia,2016A000212,v9,4,923925
1993-07-01,New Brunswick,2016A000213,v10,5,748812
1993-07-01,Quebec,2016A000224,v11,6,7156537
1993-07-01,Ontario,2016A000235,v12,7,10690038
1993-07-01,Manitoba,2016A000246,v13,8,1117618
1993-07-01,Saskatchewan,2016A000247,v14,9,1006900
1993-07-01,Alberta,2016A000248,v15,10,2667292
1993-07-01,British Columbia,2016A000259,v3,11,3567772
1993-07-01,Yukon,2016A000260,v4,12,30337
1993-07-01,Northwest Territories,2016A000261,v6,14,39820
1993-07-01,Nunavut,2016A000262,v7,15,23559
1993-10-01,Canada,2016A000011124,v1,1,28786619
1993-10-01,Newfoundland and Labrador,2016A000210,v2,2,578194
1993-10-01,Prince Edward Island,2016A000211,v8,3,132467
1993-10-01,Nova Scotia,2016A000212,v9,4,925851
1993-10-01,New Brunswick,2016A000213,v10,5,749454
1993-10-01,Quebec,2016A000224,v11,6,7172016
1993-10-01,Ontario,2016A000235,v12,7,10728737
1993-10-01,Manitoba,2016A000246,v13,8,1118603
1993-10-01,Saskatchewan,2016A000247,v14,9,1007016
1993-10-01,Alberta,2016A000248,v15,10,2678623
1993-10-01,British Columbia,2016A000259,v3,11,3601746
1993-10-01,Yukon,2016A000260,v4,12,30016
1993-10-01,Northwest Territories,2016A000261,v6,14,40095
1993-10-01,Nunavut,2016A000262,v7,15,23801
1994-01-01,Canada,2016A000011124,v1,1,28835772
1994-01-01,Newfoundland and Labrador,2016A000210,v2,2,577128
1994-01-01,Prince Edward Island,2016A000211,v8,3,132752
1994-01-01,Nova Scotia,2016A000212,v9,4,925852
1994-01-01,New Brunswick,2016A000213,v10,5,749531
1994-01-01,Quebec,2016A000224,v11,6,7177923
1994-01-01,Ontario,2016A000235,v12,7,10744762
1994-01-01,Manitoba,2016A000246,v13,8,1119284
1994-01-01,Saskatchewan,2016A000247,v14,9,1007554
1994-01-01,Alberta,2016A000248,v15,10,2683346
1994-01-01,British Columbia,2016A000259,v3,11,3623717
1994-01-01,Yukon,2016A000260,v4,12,29670
1994-01-01,Northwest Territories,2016A000261,v6,14,40273
1994-01-01,Nunavut,2016A000262,v7,15,23980
1994-04-01,Canada,2016A000011124,v1,1,28907448
1994-04-01,Newfoundland and Labrador,2016A000210,v2,2,575670
1994-04-01,Prince Edward Island,2016A000211,v8,3,133030
1994-04-01,Nova Scotia,2016A000212,v9,4,926109
1994-04-01,New Brunswick,2016A000213,v10,5,749473
1994-04-01,Quebec,2016A000224,v11,6,7184599
1994-04-01,Ontario,2016A000235,v12,7,10776819
1994-04-01,Manitoba,2016A000246,v13,8,1120863
1994-04-01,Saskatchewan,2016A000247,v14,9,1008540
1994-04-01,Alberta,2016A000248,v15,10,2691443
1994-04-01,British Columbia,2016A000259,v3,11,3646632
1994-04-01,Yukon,2016A000260,v4,12,29682
1994-04-01,Northwest Territories,2016A000261,v6,14,40383
1994-04-01,Nunavut,2016A000262,v7,15,24205
1994-07-01,Canada,2016A000011124,v1,1,29000663
1994-07-01,Newfoundland and Labrador,2016A000210,v2,2,574466
1994-07-01,Prince Edward Island,2016A000211,v8,3,133437
1994-07-01,Nova Scotia,2016A000212,v9,4,926871
1994-07-01,New Brunswick,2016A000213,v10,5,750185
1994-07-01,Quebec,2016A000224,v11,6,7192403
1994-07-01,Ontario,2016A000235,v12,7,10819146
1994-07-01,Manitoba,2016A000246,v13,8,1123230
1994-07-01,Saskatchewan,2016A000247,v14,9,1009575
1994-07-01,Alberta,2016A000248,v15,10,2700606
1994-07-01,British Columbia,2016A000259,v3,11,3676075
1994-07-01,Yukon,2016A000260,v4,12,29684
1994-07-01,Northwest Territories,2016A000261,v6,14,40578
1994-07-01,Nunavut,2016A000262,v7,15,24407
1994-10-01,Canada,2016A000011124,v1,1,29096372
1994-10-01,Newfoundland and Labrador,2016A000210,v2,2,572068
1994-10-01,Prince Edward Island,2016A000211,v8,3,133800
1994-10-01,Nova Scotia,2016A000212,v9,4,927778
1994-10-01,New Brunswick,2016A000213,v10,5,750670
1994-10-01,Quebec,2016A000224,v11,6,7201106
1994-10-01,Ontario,2016A000235,v12,7,10860406
1994-10-01,Manitoba,2016A000246,v13,8,1124263
1994-10-01,Saskatchewan,2016A000247,v14,9,1010784
1994-10-01,Alberta,2016A000248,v15,10,2709011
1994-10-01,British Columbia,2016A000259,v3,11,3711468
1994-10-01,Yukon,2016A000260,v4,12,29606
1994-10-01,Northwest Territories,2016A000261,v6,14,40875
1994-10-01,Nunavut,2016A000262,v7,15,24537
1995-01-01,Canada,2016A000011124,v1,1,29141902
1995-01-01,Newfoundland and Labrador,2016A000210,v2,2,570563
1995-01-01,Prince Edward Island,2016A000211,v8,3,134060
1995-01-01,Nova Scotia,2016A000212,v9,4,927395
1995-01-01,New Brunswick,2016A000213,v10,5,750819
1995-01-01,Quebec,2016A000224,v11,6,7205074
1995-01-01,Ontario,2016A000235,v12,7,10875308
1995-01-01,Manitoba,2016A000246,v13,8,1124947
1995-01-01,Saskatchewan,2016A000247,v14,9,1011784
1995-01-01,Alberta,2016A000248,v15,10,2715701
1995-01-01,British Columbia,2016A000259,v3,11,3730564
1995-01-01,Yukon,2016A000260,v4,12,29882
1995-01-01,Northwest Territories,2016A000261,v6,14,41114
1995-01-01,Nunavut,2016A000262,v7,15,24691
1995-04-01,Canada,2016A000011124,v1,1,29211541
1995-04-01,Newfoundland and Labrador,2016A000210,v2,2,569068
1995-04-01,Prince Edward Island,2016A000211,v8,3,134175
1995-04-01,Nova Scotia,2016A000212,v9,4,927641
1995-04-01,New Brunswick,2016A000213,v10,5,750692
1995-04-01,Quebec,2016A000224,v11,6,7210305
1995-04-01,Ontario,2016A000235,v12,7,10906895
1995-04-01,Manitoba,2016A000246,v13,8,1127234
1995-04-01,Saskatchewan,2016A000247,v14,9,1012795
1995-04-01,Alberta,2016A000248,v15,10,2724946
1995-04-01,British Columbia,2016A000259,v3,11,3751377
1995-04-01,Yukon,2016A000260,v4,12,30143
1995-04-01,Northwest Territories,2016A000261,v6,14,41407
1995-04-01,Nunavut,2016A000262,v7,15,24863
1995-07-01,Canada,2016A000011124,v1,1,29302311
1995-07-01,Newfoundland and Labrador,2016A000210,v2,2,567397
1995-07-01,Prince Edward Island,2016A000211,v8,3,134415
1995-07-01,Nova Scotia,2016A000212,v9,4,928120
1995-07-01,New Brunswick,2016A000213,v10,5,750943
1995-07-01,Quebec,2016A000224,v11,6,7219219
1995-07-01,Ontario,2016A000235,v12,7,10950119
1995-07-01,Manitoba,2016A000246,v13,8,1129150
1995-07-01,Saskatchewan,2016A000247,v14,9,1014187
1995-07-01,Alberta,2016A000248,v15,10,2734519
1995-07-01,British Columbia,2016A000259,v3,11,3777390
1995-07-01,Yukon,2016A000260,v4,12,30442
1995-07-01,Northwest Territories,2016A000261,v6,14,41432
1995-07-01,Nunavut,2016A000262,v7,15,24978
1995-10-01,Canada,2016A000011124,v1,1,29396274
1995-10-01,Newfoundland and Labrador,2016A000210,v2,2,565008
1995-10-01,Prince Edward Island,2016A000211,v8,3,134971
1995-10-01,Nova Scotia,2016A000212,v9,4,930028
1995-10-01,New Brunswick,2016A000213,v10,5,751174
1995-10-01,Quebec,2016A000224,v11,6,7228600
1995-10-01,Ontario,2016A000235,v12,7,10993416
1995-10-01,Manitoba,2016A000246,v13,8,1129547
1995-10-01,Saskatchewan,2016A000247,v14,9,1015349
1995-10-01,Alberta,2016A000248,v15,10,2745255
1995-10-01,British Columbia,2016A000259,v3,11,3805461
1995-10-01,Yukon,2016A000260,v4,12,30875
1995-10-01,Northwest Territories,2016A000261,v6,14,41470
1995-10-01,Nunavut,2016A000262,v7,15,25120
1996-01-01,Canada,2016A000011124,v1,1,29446857
1996-01-01,Newfoundland and Labrador,2016A000210,v2,2,563679
1996-01-01,Prince Edward Island,2016A000211,v8,3,135119
1996-01-01,Nova Scotia,2016A000212,v9,4,929782
1996-01-01,New Brunswick,2016A000213,v10,5,751581
1996-01-01,Quebec,2016A000224,v11,6,7232952
1996-01-01,Ontario,2016A000235,v12,7,11009307
1996-01-01,Manitoba,2016A000246,v13,8,1130288
1996-01-01,Saskatchewan,2016A000247,v14,9,1016198
1996-01-01,Alberta,2016A000248,v15,10,2753463
1996-01-01,British Columbia,2016A000259,v3,11,3826739
1996-01-01,Yukon,2016A000260,v4,12,30963
1996-01-01,Northwest Territories,2016A000261,v6,14,41495
